BookID,Challenged Title,Author or Performer,Date of Report,Days2000,Material Removed,AntiEthnic,Insensitivity,Racism,Sexism,Inaccurate,Other Ground,Homosexuality,Nudity,Sex Education,Sexually Explicit,AntiFamily,Offensive Language,Political Viewpoint,Religious Viewpoint,Unsuited to Age Group,Abortion,Drugs,Occult or Satanism,Suicide,Violence,NumChallenge,Challenged State,pvi2,Population,PercentHS,PercentBA,MedianIncome,FrequentlyChallenged
1568,Sandpiper,"Wittlinger, Ellen",11/26/2008,3205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AL,-13.2,4447100,75.3,19,41205.5,0
958,I Know Why the Caged Bird Sings,"Angelou, Maya",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AL,-13.2,4447100,75.3,19,41205.5,1
1984,"White Mercedes, The","Pullman, Philip",12/1/2001,690,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,AR,-8.8,2673400,75.3,16.7,40001,1
868,Harry Potter (series),"Rowling, J.K.",11/26/2000,325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,AR,-8.8,2673400,75.3,16.7,40001,1
178,Baby Alicia is Dying,"McDaniel, Lurlene",11/18/2008,3197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AR,-8.8,2673400,75.3,16.7,40001,0
1739,Summer of My German Soldier,"Greene, Bette",4/19/2002,828,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AR,-8.8,2673400,75.3,16.7,40001,0
1739,Summer of My German Soldier,"Greene, Bette",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AR,-8.8,2673400,75.3,16.7,40001,0
1971,When She Hollers,"Voight, Cynthia",11/19/2007,2838,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,AZ,-6.1,5130632,81,23.5,49750,0
1684,Speak,"Anderson, Laurie Halse",5/1/2001,480,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,AZ,-6.1,5130632,81,23.5,49750,0
1951,What My Mother Doesn’t Know,"Sones, Sonya",11/9/2004,1748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,AZ,-6.1,5130632,81,23.5,49750,0
695,Finding Our Way--The Teen Girl Survival Guide,"Abner, Allison",6/2/2002,871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,AZ,-6.1,5130632,81,23.5,49750,0
516,Deal With It!,"Drill, Esther",1/1/2005,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,AZ,-6.1,5130632,81,23.5,49750,0
6,1984,"Orwell, George",5/8/2002,847,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,AZ,-6.1,5130632,81,23.5,49750,0
2057,Yu Yu Hakusho (series),"Togashi, Yoshihiro",12/31/2008,3240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,AZ,-6.1,5130632,81,23.5,49750,0
101,Alice on the Outside,"Naylor, Phyllis Reynolds",1/16/2004,1455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,AZ,-6.1,5130632,81,23.5,49750,1
196,Bastard Out of Carolina,"Allison, Dorothy",9/23/2002,982,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AZ,-6.1,5130632,81,23.5,49750,0
1559,Sahara Special,"Codell, Esme Rajo",3/26/2010,3685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AZ,-6.1,5130632,81,23.5,49750,0
1660,Snuff,"Palahniuk, Chuck",12/31/2008,3240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AZ,-6.1,5130632,81,23.5,49750,0
158,Arming America,"Bellesiles, Michael",9/19/2006,2418,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,AZ,-6.1,5130632,81,23.5,49750,0
118,Always Running,"Rodriguez, Luis",9/26/2004,1705,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,11,CA,7.4,33871648,76.8,26.6,56378.5,0
148,"Angus, Thongs, and Full Frontal Snogging","Rennison, Louise",4/28/2005,1917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CA,7.4,33871648,76.8,26.6,56378.5,0
727,Goddesses: A World of Myth and Magic,"Muten, Burleigh",9/18/2004,1697,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
759,Grl2grl,"Peters, Julie Anne",9/29/2009,3508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
1275,Molly's Family,"Garden, Nancy",11/21/2008,3200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
1635,Sin City,"Miller, Frank",8/30/2006,2399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
1789,They're All Named Wildfire,"Springer, Nancy",8/31/2005,2040,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
436,Cool Women,"Chapman, Dawn",9/18/2004,1697,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
1493,Rabble Rousers,"Harkness, Cheryl",9/18/2004,1697,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
1076,Kid's Guide to Social Action,"Lewis, Barbara",9/17/2004,1696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
1145,Little Black Sambo,"Bannerman, Helen",4/28/2004,1557,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CA,7.4,33871648,76.8,26.6,56378.5,0
2049,Yoko,"Wells, Rosemary",9/4/2009,3483,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
1555,S.E.X.:  The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School,"Corinna, Heather",9/29/2009,3508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",11/21/2008,3200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,CA,7.4,33871648,76.8,26.6,56378.5,1
562,Doll House Murders,"Wright, Betty",9/18/2004,1697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
958,I Know Why the Caged Bird Sings,"Angelou, Maya",9/17/2004,1696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,CA,7.4,33871648,76.8,26.6,56378.5,1
975,If the World Were a Village,"Smith, David",9/17/2004,1696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
1845,"Trouble With Wednesdays, The","Nathanson, Laura",9/22/2003,1341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
1928,Way Past Cool,"Mowry, Jess",11/7/2002,1026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
1814,Timespan Spies,"Healey, Tim",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
1151,"Little Mermaid, The","Anderson, Hans Christian",6/26/2000,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,CA,7.4,33871648,76.8,26.6,56378.5,0
1473,Prep,"Sittenfeld, Curtis",12/11/2008,3220,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
252,"Bless Me, Ultima","Anaya, Rudolfo",12/5/2008,3214,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
942,Huevos y la Mujer Latina,"Camacho, Julian Segura",9/24/2008,3143,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
898,Higher Education as Ignorance,"Camacho, Julian Segura",9/23/2008,3142,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
118,Always Running,"Rodriguez, Luis",1/1/2005,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
118,Always Running,"Rodriguez, Luis",11/10/2004,1749,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
1067,Kaffir Boy,"Mathabane, Mark",10/6/2010,3875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
739,"Full Spectrum:  A New Generation of Writing About Gay, Lesbian, Bisexual, Transgender, Questioning, and Other Identities, The","Levithan, David (ed.) and Billy Merrell (ed.)",9/29/2009,3508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
881,"Hear Us Out:  Lesbian and Gay Stories of Struggle, Progress, and Hope","Garden, Nancy",9/29/2009,3508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
1834,"Transparent:  Love, Family, and Living the T with Transgender Teenagers","Beam, Chris",9/29/2009,3508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",9/11/2007,2770,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,1
1892,Vampires,"Yolen, Jane and Martin H. Greenberg",8/30/2007,2759,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
2019,"Witches, Pumpkins and Grinning Ghosts","Barth, Edna",9/18/2004,1697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
567,"Don't You Dare Read This, Mrs. Dunphrey","Haddix, Margaret Peterson",5/1/2004,1560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
958,I Know Why the Caged Bird Sings,"Angelou, Maya",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CA,7.4,33871648,76.8,26.6,56378.5,1
1661,So Far From the Bamboo Grove,"Watkins, Yoko Kawashima",10/25/2000,294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
757,"Grey King, The","Cooper, Susan",2/23/2000,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,CA,7.4,33871648,76.8,26.6,56378.5,0
1250,"Merriam-Webster's Collegiate Dictionary, 10th Collegiate Edition",Merriam-Webster,2/3/2010,3632,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CA,7.4,33871648,76.8,26.6,56378.5,0
1761,Technical Date on the Shasta Dam,,1/1/2005,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CA,7.4,33871648,76.8,26.6,56378.5,0
567,"Don't You Dare Read This, Mrs. Dunphrey","Haddix, Margaret Peterson",12/17/2003,1426,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CA,7.4,33871648,76.8,26.6,56378.5,0
1156,Lives of Notable Gay Men and Lesbians,,3/1/2001,420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CA,7.4,33871648,76.8,26.6,56378.5,0
179,Baby Be-Bop,"Block, Francesca Lia",5/1/2000,120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CA,7.4,33871648,76.8,26.6,56378.5,0
1063,Just Friends,"Klein, Norma",5/1/2000,120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CA,7.4,33871648,76.8,26.6,56378.5,0
